batch,frequency_band,freq_min_hz,freq_max_hz,classifier,mean_accuracy,std_accuracy,min_accuracy,max_accuracy,n_samples,n_features
soft_finger_batch_3,ultra_low,20,200,random_forest,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,150,38
soft_finger_batch_3,ultra_low,20,200,svm_rbf,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,150,38
soft_finger_batch_3,ultra_low,20,200,logistic,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,150,38
soft_finger_batch_3,low_mid,200,500,random_forest,0.6866666666666665,0.016329931618554516,0.6666666666666666,0.7,150,38
soft_finger_batch_3,low_mid,200,500,svm_rbf,0.5199999999999999,0.06863753427324665,0.43333333333333335,0.6333333333333333,150,38
soft_finger_batch_3,low_mid,200,500,logistic,0.5399999999999999,0.06798692684790378,0.4666666666666667,0.6666666666666666,150,38
soft_finger_batch_3,mid,500,1000,random_forest,0.9066666666666666,0.04422166387140532,0.8333333333333334,0.9666666666666667,150,38
soft_finger_batch_3,mid,500,1000,svm_rbf,0.8466666666666667,0.04521553322083511,0.8,0.9,150,38
soft_finger_batch_3,mid,500,1000,logistic,0.8800000000000001,0.02666666666666666,0.8333333333333334,0.9,150,38
soft_finger_batch_3,high_mid,1000,2000,random_forest,0.9466666666666667,0.01632993161855452,0.9333333333333333,0.9666666666666667,150,38
soft_finger_batch_3,high_mid,1000,2000,svm_rbf,0.8866666666666667,0.039999999999999994,0.8333333333333334,0.9333333333333333,150,38
soft_finger_batch_3,high_mid,1000,2000,logistic,0.9266666666666665,0.013333333333333329,0.9,0.9333333333333333,150,38
soft_finger_batch_3,high,2000,4000,random_forest,0.9933333333333334,0.01333333333333333,0.9666666666666667,1.0,150,38
soft_finger_batch_3,high,2000,4000,svm_rbf,0.8333333333333334,0.059628479399994376,0.7666666666666667,0.9333333333333333,150,38
soft_finger_batch_3,high,2000,4000,logistic,0.9266666666666665,0.05333333333333333,0.8666666666666667,1.0,150,38
soft_finger_batch_3,ultra_high,4000,8000,random_forest,1.0,0.0,1.0,1.0,150,38
soft_finger_batch_3,ultra_high,4000,8000,svm_rbf,0.9133333333333333,0.04521553322083511,0.8333333333333334,0.9666666666666667,150,38
soft_finger_batch_3,ultra_high,4000,8000,logistic,0.9333333333333333,0.05577733510227169,0.8666666666666667,1.0,150,38
soft_finger_batch_3,extended,8000,20000,random_forest,1.0,0.0,1.0,1.0,150,38
soft_finger_batch_3,extended,8000,20000,svm_rbf,0.9200000000000002,0.03399346342395189,0.8666666666666667,0.9666666666666667,150,38
soft_finger_batch_3,extended,8000,20000,logistic,0.9466666666666667,0.04521553322083511,0.8666666666666667,1.0,150,38
soft_finger_batch_3,proposed,200,2000,random_forest,0.9666666666666668,0.04216370213557838,0.9,1.0,150,38
soft_finger_batch_3,proposed,200,2000,svm_rbf,0.9200000000000002,0.02666666666666666,0.9,0.9666666666666667,150,38
soft_finger_batch_3,proposed,200,2000,logistic,0.9400000000000001,0.038873012632301994,0.8666666666666667,0.9666666666666667,150,38
soft_finger_batch_3,high_combined,2000,20000,random_forest,0.9933333333333334,0.01333333333333333,0.9666666666666667,1.0,150,38
soft_finger_batch_3,high_combined,2000,20000,svm_rbf,0.8933333333333333,0.03265986323710903,0.8333333333333334,0.9333333333333333,150,38
soft_finger_batch_3,high_combined,2000,20000,logistic,0.9066666666666668,0.0573488351136175,0.8,0.9666666666666667,150,38
soft_finger_batch_3,mid_combined,200,4000,random_forest,0.9933333333333334,0.01333333333333333,0.9666666666666667,1.0,150,38
soft_finger_batch_3,mid_combined,200,4000,svm_rbf,0.9466666666666667,0.026666666666666658,0.9,0.9666666666666667,150,38
soft_finger_batch_3,mid_combined,200,4000,logistic,0.9199999999999999,0.04521553322083511,0.8666666666666667,1.0,150,38
soft_finger_batch_3,full,200,20000,random_forest,0.9866666666666667,0.01632993161855452,0.9666666666666667,1.0,150,38
soft_finger_batch_3,full,200,20000,svm_rbf,0.9533333333333334,0.016329931618554516,0.9333333333333333,0.9666666666666667,150,38
soft_finger_batch_3,full,200,20000,logistic,0.9866666666666667,0.01632993161855452,0.9666666666666667,1.0,150,38
soft_finger_batch_3,full_20_20k,20,20000,random_forest,0.9933333333333334,0.01333333333333333,0.9666666666666667,1.0,150,38
soft_finger_batch_3,full_20_20k,20,20000,svm_rbf,0.9733333333333334,0.01333333333333333,0.9666666666666667,1.0,150,38
soft_finger_batch_3,full_20_20k,20,20000,logistic,0.9666666666666666,0.02108185106778919,0.9333333333333333,1.0,150,38
