timestamp,prediction,confidence,audio_level,feature_method
1762360951.185824,finger blank,60.0,0.00040719603,stft
1762360953.748665,finger blank,80.0,0.0004061337,stft
1762360956.34963,finger bottom,80.0,0.00040708657,stft
1762360958.9563446,finger bottom,60.0,0.00040379775,stft
1762360961.5660455,finger bottom,80.0,0.00040489904,stft
1762360964.1435046,finger bottom,80.0,0.00040799225,stft
1762360966.7308297,finger blank,60.0,0.00040818696,stft
1762360969.3143547,finger middle,60.0,0.00040533673,stft
1762360971.9080052,finger middle,60.0,0.00040705156,stft
1762360974.5114796,finger middle,100.0,0.00040564398,stft
1762360977.0912929,finger middle,80.0,0.00040602885,stft
1762360979.6515236,finger middle,80.0,0.00040807543,stft
1762360982.2143075,finger middle,80.0,0.00040308308,stft
1762360984.7693932,finger middle,80.0,0.0004054097,stft
1762360987.3774874,finger middle,100.0,0.00040552247,stft
1762360989.9454935,finger middle,60.0,0.00040828504,stft
1762360992.534119,finger middle,100.0,0.00040716675,stft
1762360995.101416,finger bottom,60.0,0.00040330683,stft
1762360997.6579146,finger middle,80.0,0.00040871385,stft
1762361000.3048286,finger middle,60.0,0.00040815523,stft
1762361002.9113102,finger middle,80.0,0.00040852628,stft
1762361005.4950328,finger middle,80.0,0.000403438,stft
1762361008.1257207,finger middle,40.0,0.00040957844,stft
1762361010.741987,finger middle,80.0,0.00040625248,stft
1762361013.375365,finger middle,80.0,0.00040213394,stft
1762361015.919542,finger middle,60.0,0.00040372278,stft
1762361018.5051146,finger middle,40.0,0.00040586866,stft
1762361021.0820112,finger middle,80.0,0.00040829496,stft
1762361023.6351929,finger middle,40.0,0.00040545265,stft
1762361026.2472484,finger middle,80.0,0.0004083263,stft
1762361028.8604693,finger middle,60.0,0.0004094829,stft
1762361031.495287,finger middle,60.0,0.00040710968,stft
1762361034.0623267,finger middle,80.0,0.0004090357,stft
1762361036.651578,finger middle,40.0,0.00040679652,stft
1762361039.2147722,finger middle,80.0,0.0004062246,stft
1762361041.77405,finger tip,80.0,0.00040454642,stft
1762361044.3370042,finger middle,40.0,0.00040992297,stft
1762361046.9249942,finger bottom,40.0,0.0004094004,stft
1762361049.4968157,finger middle,40.0,0.00040766064,stft
1762361052.1077561,finger middle,60.0,0.00040409507,stft
1762361054.690389,finger middle,40.0,0.0004117747,stft
1762361057.3118665,finger middle,60.0,0.0004052821,stft
1762361059.9377863,finger middle,40.0,0.0004082156,stft
1762361062.553312,finger tip,80.0,0.0004043032,stft
1762361065.176579,finger middle,60.0,0.00040645336,stft
1762361067.714781,finger middle,60.0,0.00040485116,stft
1762361070.2748485,finger bottom,40.0,0.0004081453,stft
1762361072.8871906,finger middle,80.0,0.00040721547,stft
1762361075.4922156,finger tip,60.0,0.00040958895,stft
1762361078.0863528,finger middle,80.0,0.00040450515,stft
1762361080.7306266,finger bottom,40.0,0.0004114861,stft
1762361083.2895467,finger middle,40.0,0.0004096865,stft
1762361085.8448958,finger middle,60.0,0.00040714446,stft
1762361088.4843023,finger middle,40.0,0.00040961316,stft
1762361091.1127667,finger bottom,60.0,0.00040945504,stft
1762361093.6607864,finger middle,80.0,0.0004039716,stft
1762361097.2766814,finger middle,60.0,0.00040523836,stft
1762361099.7449348,finger bottom,60.0,0.00040849877,stft
1762361102.3180447,finger middle,80.0,0.0004088126,stft
1762361104.2607899,finger bottom,60.0,0.00040432837,stft
1762361881.4109669,finger blank,80.0,0.0004121184,stft
1762361883.977332,finger blank,100.0,0.00041217756,stft
1762361886.5388253,finger blank,100.0,0.00041470135,stft
1762361889.1782813,finger blank,100.0,0.0004152949,stft
1762361891.7085135,finger blank,100.0,0.00041470476,stft
1762361894.2628303,finger blank,100.0,0.00041249004,stft
1762361896.8271887,finger blank,100.0,0.00041669302,stft
1762361981.5240796,finger middle,60.0,0.0004124176,stft
1762361984.0878482,finger middle,80.0,0.00041486952,stft
1762361986.6676185,finger bottom,40.0,0.0004155605,stft
1762362688.9216633,finger bottom,60.0,0.00038291558,stft
1762362691.5089898,finger bottom,60.0,0.00038169496,stft
1762362694.1198392,finger bottom,60.0,0.00038083157,stft
1762362696.7645128,finger bottom,60.0,0.00037938738,stft
1762362699.387678,finger bottom,40.0,0.0003807112,stft
1762362701.9748104,finger blank,40.0,0.00037934643,stft
1762362704.5733657,finger tip,60.0,0.0003829656,stft
1762362707.150347,finger tip,60.0,0.0003791237,stft
1762362709.7433794,finger middle,40.0,0.00038006617,stft
1762362712.3476899,finger tip,60.0,0.0003778538,stft
1762362714.9575796,finger tip,60.0,0.00037971625,stft
1762362717.3963873,finger tip,60.0,0.00037894244,stft
1762362720.0522528,finger tip,80.0,0.0003810831,stft
1762362722.565647,finger tip,80.0,0.00038031867,stft
1762362725.0839086,finger tip,80.0,0.0003817031,stft
1762362726.373393,finger tip,80.0,0.0003817031,stft
1762362727.724921,finger tip,80.0,0.0003817031,stft
1762362728.038516,finger tip,80.0,0.0003817031,stft
1762362729.381355,finger tip,80.0,0.0003817031,stft
1762362730.6950266,finger tip,80.0,0.0003817031,stft
1762362781.645121,finger tip,40.0,0.003933353,stft
1762362784.2755492,finger tip,40.0,0.0039429027,stft
1762362786.9157765,finger tip,40.0,0.0039423844,stft
1762362789.4932349,finger tip,40.0,0.0039513814,stft
1762362792.1076214,finger tip,40.0,0.003946081,stft
1762362794.6622388,finger tip,40.0,0.0039548404,stft
1762362797.2982676,finger tip,40.0,0.00393268,stft
1762363443.8662896,finger blank,80.0,0.0039206753,stft
1762363446.2703788,finger blank,100.0,0.0039406377,stft
1762363448.6597164,finger blank,100.0,0.0039317356,stft
1762363451.052422,finger blank,60.0,0.0039366935,stft
1762363453.4432359,finger bottom,60.0,0.0039351354,stft
1762363455.8367481,finger bottom,80.0,0.0039343606,stft
1762363458.2194982,finger bottom,80.0,0.003936802,stft
1762363460.6074126,finger bottom,80.0,0.003943022,stft
1762363462.996977,finger bottom,80.0,0.0039381874,stft
1762363465.3892472,finger bottom,80.0,0.003943668,stft
1762363467.783352,finger bottom,80.0,0.0039384877,stft
1762363470.170071,finger bottom,80.0,0.0039300662,stft
1762363472.5530076,finger bottom,60.0,0.003932308,stft
1762363474.9477966,finger bottom,80.0,0.003936812,stft
1762363477.348232,finger bottom,80.0,0.003937415,stft
1762363479.7835665,finger bottom,100.0,0.0039332374,stft
1762363482.1954176,finger blank,60.0,0.0039280127,stft
1762363484.5884485,finger bottom,80.0,0.003934181,stft
1762363486.991951,finger bottom,80.0,0.003934259,stft
1762363489.409763,finger bottom,60.0,0.003940422,stft
1762363491.8505394,finger bottom,60.0,0.0039389133,stft
1762363494.2287703,finger bottom,60.0,0.003934564,stft
1762363496.6170232,finger bottom,80.0,0.0039401697,stft
1762363499.0196958,finger bottom,80.0,0.003931014,stft
1762363501.3984764,finger bottom,80.0,0.0039367396,stft
1762363503.798092,finger bottom,60.0,0.003939805,stft
1762363506.250164,finger bottom,60.0,0.00394028,stft
1762363508.6740472,finger bottom,60.0,0.003946946,stft
1762363511.0820088,finger bottom,80.0,0.0039382903,stft
1762363513.4822972,finger bottom,80.0,0.0039378577,stft
1762363515.910175,finger bottom,60.0,0.003934902,stft
1762363518.306598,finger bottom,60.0,0.003932993,stft
1762363520.7295737,finger bottom,60.0,0.0039366377,stft
