tsne_1,tsne_2,pca_1,pca_2,simplified_label,original_label
-5.9995575,-2.5426683,3.3338443605022774,-0.5630034108727598,no metal,no metal
0.87148136,-3.1516395,3.593634623728535,4.656236116260687,no metal,no metal
-2.1813827,0.124372154,0.10672932751527565,-2.138728599301242,no metal,no metal
-2.8514354,-2.5695217,2.531418134033106,0.3863951677413271,no metal,no metal
-6.3369184,-0.5497874,2.31977380692805,-3.5779665888711296,no metal,no metal
-0.7694941,-3.656698,2.8138110085494428,4.009051483221703,no metal,no metal
-3.412433,-1.6544766,1.5437341256481192,-1.009062665701991,no metal,no metal
-2.356783,-1.4855438,1.9362558204909266,1.2208005248131308,no metal,no metal
-6.681133,-0.65894634,2.163292066073329,-1.941921091449267,no metal,no metal
0.94668823,-4.0130267,2.3043792171848887,3.555442048299124,no metal,no metal
2.6486337,-2.80294,2.720418100745935,0.68098635811766,no metal,no metal
-4.567455,-0.8246298,3.181538166767411,-1.195477956297295,no metal,no metal
-5.629333,-1.7394114,3.1366577575218284,-1.4611163724639384,no metal,no metal
-6.0484505,0.3525494,2.870093579078596,-1.629583065877757,no metal,no metal
-4.683171,0.3699116,1.279990182328364,-1.8474370056104652,no metal,no metal
-3.7450688,-3.6114488,3.7182031354170255,-2.305128550201615,no metal,no metal
-3.7192657,-1.1265733,1.7894695749488838,-0.3538668837453712,no metal,no metal
-1.9345415,0.67365724,-1.5968386674635324,-2.460176103902569,no metal,no metal
-3.4394593,0.16534042,0.9248711146858654,-0.9528525910374208,no metal,no metal
-0.5721007,-4.702226,2.171869173399402,3.594332417368702,no metal,no metal
-7.163872,-2.1905308,1.390849179049567,-2.6183851078824065,no metal,no metal
-6.637663,0.5576625,1.066745545136568,-3.8055877993582667,no metal,no metal
3.3600776,0.51448864,-3.2358473061085333,-0.6220049806685053,no metal,no metal
-6.1473627,-3.911221,1.4377259510180862,-2.002673223486864,no metal,no metal
-5.650252,-0.11956192,2.059502499935973,-2.6845277784296315,no metal,no metal
-0.09964418,-3.510479,1.7162623297867279,1.2607975852080782,no metal,no metal
-4.232314,-3.1027863,2.8393701241910403,-1.6038925793951642,no metal,no metal
0.46231163,-2.6498115,2.4183033806606717,3.717774153083028,no metal,no metal
-3.0897758,-0.9328877,1.8050060625284396,-0.9716499378143554,no metal,no metal
-7.092494,-0.397183,2.7025713447080237,-2.84590578747267,no metal,no metal
-3.4653168,-0.506194,1.7952359459275924,-0.9656249494502965,no metal,no metal
-3.2244763,-3.2257326,1.5876412585865272,-1.2207383600111203,no metal,no metal
-0.39126548,-1.7250642,1.6353086120954774,2.0410172905908994,no metal,no metal
-5.999697,-1.4687924,1.9604117286879221,-1.744451237749105,no metal,no metal
1.051154,-4.083574,3.013039223450632,1.9991955733028575,no metal,no metal
1.871866,-3.5070868,3.3772922111417394,2.2757255488524173,no metal,no metal
-6.350622,-0.8296313,1.5367027825074653,-2.3163545091881943,no metal,no metal
-0.6292879,-2.6549134,3.9284798035636914,3.085354070043604,no metal,no metal
-0.4426717,-4.051519,2.9977735252399476,3.9578874922964196,no metal,no metal
-3.539114,-4.153824,3.665889402914792,-1.8976351774798546,no metal,no metal
-6.9682226,-1.5360016,2.3866560522209164,-3.973688351827793,no metal,no metal
-4.6848145,-3.050914,4.388527532986476,-0.6580198264966348,no metal,no metal
-5.464159,-0.67666596,1.7196030731285878,-2.689176694070987,no metal,no metal
-1.2619678,-3.732053,4.420872691162833,3.763171189736436,no metal,no metal
0.42653868,-2.934487,2.3961648140260032,3.1210730467463415,no metal,no metal
-5.0188417,-1.4004034,3.0547934010304005,-0.35442291258736597,no metal,no metal
-6.2535815,0.9679684,2.537250460245092,-3.807802524074484,no metal,no metal
-0.47629797,-2.9539223,2.9572758827077057,2.480657329096489,no metal,no metal
-2.1743429,-0.055426817,0.42448654471418434,-2.6145654210157936,no metal,no metal
0.3833455,-3.7792768,2.4855334832743736,4.880462919783992,no metal,no metal
1.3554369,-2.6988428,2.057932960161314,3.167782587892223,metal,metal
-0.18220487,-0.0024965578,-0.8292856063251673,0.7520183595872478,metal,metal
1.8866963,2.8722467,-3.9848824431144103,3.3464609580760842,metal,metal
-3.2074125,2.1221275,-2.195465482716027,-1.6611926120290332,metal,metal
-2.0361445,2.587103,-2.1510578992896714,-1.6129787098420478,metal,metal
-6.2038584,-1.285051,2.5107856497857397,-2.117574936646067,metal,metal
-1.4026732,1.7541995,-3.2427582338881105,-2.3417669845413562,metal,metal
0.36773542,4.7534637,-3.925669199085126,-0.921857138187877,metal,metal
-1.1114328,4.8868155,-4.553259877384956,-0.6964657567497468,metal,metal
2.2947974,3.5724993,-6.864567751346863,3.484241496576659,metal,metal
0.6470387,-0.35098878,-0.9706953892018539,2.83454970442179,metal,metal
-5.073087,-0.42849633,1.4322301342899788,-2.9129986732238797,metal,metal
-1.5568506,2.5663636,-3.8458429345815377,-2.21396318647981,metal,metal
0.84936976,5.884127,-5.856942030436283,-1.9284034479002445,metal,metal
0.56661767,5.458729,-4.770750737936019,-1.3175365618078982,metal,metal
1.582351,0.042231113,-2.307325481891389,2.2174897432138567,metal,metal
-3.7181008,3.35786,-1.6085379652708993,-1.1687207370773327,metal,metal
-1.8964736,2.039927,-2.0008705941654132,-2.1342898348932375,metal,metal
0.19800654,3.989139,-3.8068290746529376,-0.615227659776156,metal,metal
0.30801123,-1.0302427,0.020239925357443716,3.239376464472883,metal,metal
-3.330524,2.656753,-2.79533105202504,-1.8979827125064452,metal,metal
1.9224449,2.6577306,-3.8855645549484534,4.823889652888526,metal,metal
3.3491318,0.70796,-11.108270969080305,1.4534968757756384,metal,metal
0.24358228,3.4026136,-4.993281831854098,-0.39421763959237754,metal,metal
-2.2918885,1.9010289,-1.2877344134528053,-1.3297702583501148,metal,metal
1.1966448,2.1289246,-3.398188740645346,1.841549547438271,metal,metal
-4.8228517,0.35496026,1.0036688150401014,-1.718464465602937,metal,metal
0.49901357,-0.22091894,-1.3715683038199455,2.886048649808186,metal,metal
-0.10493449,-2.169303,1.7491685362438505,2.524773511059365,metal,metal
-0.7850882,4.701047,-3.6724246615384586,-1.8848037030429194,metal,metal
1.7522316,4.4957967,-4.99616585088318,2.422920155445866,metal,metal
-0.77829367,1.6458181,-3.865111905637408,-0.40668019760121515,metal,metal
-3.8713136,-2.7813354,2.9457823386096806,-3.1240154521090613,metal,metal
-4.168674,3.1632886,-1.277619980975569,-2.3788243336802104,metal,metal
-2.8531036,-2.2084973,2.895186579947126,0.6834867510463405,metal,metal
0.65116614,4.342872,-3.1205266632575293,0.4281593725258906,metal,metal
0.31135187,4.064149,-4.419960359993511,0.3897433580564467,metal,metal
0.44600162,-4.309829,1.8544340287346623,3.0074476012436957,metal,metal
-4.095719,2.453545,-1.181177256120442,-2.9258750205749844,metal,metal
2.3850553,2.3261821,-3.606332866216581,7.367895210159011,metal,metal
1.4187087,1.992932,-3.6568912418658144,3.397144082834067,metal,metal
-2.0745196,1.5503788,-1.7360137102884583,-0.6615537646816193,metal,metal
0.8320756,4.249574,-3.7338996057544467,0.43910934609354196,metal,metal
-1.7742085,3.3421347,-3.5832750504112156,-3.3444497071156505,metal,metal
-3.926227,-2.4640775,3.4115240553830763,-1.6189606820252198,metal,metal
-2.4074419,3.8996353,-5.982093766165741,-3.3006187077338933,metal,metal
-2.965717,-3.2494164,1.595748071933926,-0.08442887164289131,metal,metal
-0.76166666,4.2921066,-4.643805410677189,-1.5922917105363463,metal,metal
0.8681958,-0.3373858,-1.7214018480499897,4.014289727099628,metal,metal
-0.04716248,-2.0873747,2.162107500858635,3.7311080394647655,metal,metal
