batch,frequency_band,freq_min_hz,freq_max_hz,classifier,mean_accuracy,std_accuracy,min_accuracy,max_accuracy,n_samples,n_features
soft_finger_batch_2,ultra_low,20,200,random_forest,0.25,0.0,0.25,0.25,200,38
soft_finger_batch_2,ultra_low,20,200,svm_rbf,0.25,0.0,0.25,0.25,200,38
soft_finger_batch_2,ultra_low,20,200,logistic,0.25,0.0,0.25,0.25,200,38
soft_finger_batch_2,low_mid,200,500,random_forest,0.9400000000000001,0.0254950975679639,0.9,0.975,200,38
soft_finger_batch_2,low_mid,200,500,svm_rbf,0.75,0.01581138830084191,0.725,0.775,200,38
soft_finger_batch_2,low_mid,200,500,logistic,0.8099999999999999,0.051478150704934986,0.75,0.875,200,38
soft_finger_batch_2,mid,500,1000,random_forest,0.9450000000000001,0.018708286933869677,0.925,0.975,200,38
soft_finger_batch_2,mid,500,1000,svm_rbf,0.8949999999999999,0.03674234614174767,0.85,0.95,200,38
soft_finger_batch_2,mid,500,1000,logistic,0.905,0.018708286933869726,0.875,0.925,200,38
soft_finger_batch_2,high_mid,1000,2000,random_forest,0.9450000000000001,0.018708286933869677,0.925,0.975,200,38
soft_finger_batch_2,high_mid,1000,2000,svm_rbf,0.8450000000000001,0.024494897427831765,0.8,0.875,200,38
soft_finger_batch_2,high_mid,1000,2000,logistic,0.885,0.012247448713915901,0.875,0.9,200,38
soft_finger_batch_2,high,2000,4000,random_forest,0.9949999999999999,0.010000000000000009,0.975,1.0,200,38
soft_finger_batch_2,high,2000,4000,svm_rbf,0.8950000000000001,0.036742346141747706,0.85,0.925,200,38
soft_finger_batch_2,high,2000,4000,logistic,0.9,0.05244044240850758,0.825,0.95,200,38
soft_finger_batch_2,ultra_high,4000,8000,random_forest,0.99,0.012247448713915901,0.975,1.0,200,38
soft_finger_batch_2,ultra_high,4000,8000,svm_rbf,0.8699999999999999,0.06964194138592057,0.775,0.95,200,38
soft_finger_batch_2,ultra_high,4000,8000,logistic,0.8800000000000001,0.04301162633521314,0.825,0.95,200,38
soft_finger_batch_2,extended,8000,20000,random_forest,0.9949999999999999,0.010000000000000009,0.975,1.0,200,38
soft_finger_batch_2,extended,8000,20000,svm_rbf,0.9349999999999999,0.03391164991562633,0.875,0.975,200,38
soft_finger_batch_2,extended,8000,20000,logistic,0.95,0.02236067977499787,0.925,0.975,200,38
soft_finger_batch_2,proposed,200,2000,random_forest,0.985,0.020000000000000018,0.95,1.0,200,38
soft_finger_batch_2,proposed,200,2000,svm_rbf,0.9100000000000001,0.02549509756796391,0.875,0.95,200,38
soft_finger_batch_2,proposed,200,2000,logistic,0.915,0.012247448713915901,0.9,0.925,200,38
soft_finger_batch_2,high_combined,2000,20000,random_forest,0.985,0.012247448713915901,0.975,1.0,200,38
soft_finger_batch_2,high_combined,2000,20000,svm_rbf,0.9450000000000001,0.033166247903553984,0.9,1.0,200,38
soft_finger_batch_2,high_combined,2000,20000,logistic,0.9549999999999998,0.03316624790355399,0.9,1.0,200,38
soft_finger_batch_2,mid_combined,200,4000,random_forest,0.9850000000000001,0.012247448713915901,0.975,1.0,200,38
soft_finger_batch_2,mid_combined,200,4000,svm_rbf,0.9399999999999998,0.01999999999999997,0.925,0.975,200,38
soft_finger_batch_2,mid_combined,200,4000,logistic,0.9349999999999999,0.01999999999999997,0.9,0.95,200,38
soft_finger_batch_2,full,200,20000,random_forest,0.99,0.012247448713915901,0.975,1.0,200,38
soft_finger_batch_2,full,200,20000,svm_rbf,0.9100000000000001,0.046368092477478515,0.85,0.975,200,38
soft_finger_batch_2,full,200,20000,logistic,0.9400000000000001,0.0254950975679639,0.9,0.975,200,38
soft_finger_batch_2,full_20_20k,20,20000,random_forest,1.0,0.0,1.0,1.0,200,38
soft_finger_batch_2,full_20_20k,20,20000,svm_rbf,0.96,0.012247448713915901,0.95,0.975,200,38
soft_finger_batch_2,full_20_20k,20,20000,logistic,0.95,0.02236067977499787,0.925,0.975,200,38
