tsne_1,tsne_2,pca_1,pca_2,simplified_label,original_label
-9.901746,1.3222703,-4.091182808578998,-0.49138823498533607,tip,finger tip
-12.242003,-0.6935317,-4.214767857224077,0.31858713704897706,tip,finger tip
-12.449478,-0.31930128,-3.7024878835866253,-0.07157580580501223,tip,finger tip
-10.359069,0.40381584,-3.9611605904442775,-0.0068634079659471,tip,finger tip
-14.09041,0.02665047,-4.734249934978987,-0.09825125728358503,tip,finger tip
-10.38711,0.93589145,-4.534561788500147,-0.869205573995922,tip,finger tip
-11.551222,-0.35730788,-3.896948171600072,0.7524173911279622,tip,finger tip
-11.472879,-1.069582,-4.712775943477228,0.07804261319851977,tip,finger tip
-11.929148,2.1213202,-4.562771985543117,0.13432725805360315,tip,finger tip
-13.096791,-0.737706,-4.920597350285794,-0.5963467251747876,tip,finger tip
-10.95457,-1.0459056,-3.9018498836063937,0.8934724196646407,tip,finger tip
-13.182132,-1.4039086,-3.6982627122148948,-1.117085588870786,tip,finger tip
-10.986079,0.5183135,-4.519581622824702,-0.2876092091561961,tip,finger tip
-10.608652,-0.689758,-4.248946472093631,0.17913252653474707,tip,finger tip
-11.987639,2.9923983,-4.88907630846764,-1.7129274728068782,tip,finger tip
-10.517097,0.16801783,-3.838324686280697,0.27461377314802937,tip,finger tip
-12.882721,-0.95991284,-4.77989586961104,-0.25095071068397046,tip,finger tip
-12.503471,-1.1233417,-4.7154462332168565,0.013406678062420465,tip,finger tip
-10.761331,2.4965444,-4.449513213402673,-0.7963150828783809,tip,finger tip
-12.403628,0.5037315,-4.46457743829842,-0.26652709979041983,tip,finger tip
-13.335641,0.09690286,-4.364034084310683,-0.3678074872766677,tip,finger tip
-11.741091,0.2860605,-3.8554860907921995,1.71736078362922,tip,finger tip
-10.665621,0.29639274,-4.3206842892256265,0.2410026288149378,tip,finger tip
-10.873671,-0.47684962,-4.433429416626205,0.32352417831042374,tip,finger tip
-10.1062565,-0.00694711,-3.7999457554889777,0.18371858209233585,tip,finger tip
